user,location,verified,followers,content,polarity
BronteCaroline,Australia ,FALSE,"3,739","@triplej did you just say “asses were eaten, songs were made” when discussing Flume?",
tcyradio,,FALSE,"3,724",#nowplaying Flume - The Difference feat. Toro Y Moi https://t.co/G8vNMdJGHk #blockfm #tcyradio,
itswingtip,LA/everywhere,FALSE,"3,701",yes but did he try for 20 minutes to make a flume type beat before giving up and watching love is blind??? https://t.co/GOIQeuNinz,
sniffersmag,New Zealand,FALSE,"3,647",".@flumemusic pairs up with @ToroyMoi for dream drum n bass collab, ‘The Difference’ https://t.co/vPEIROGYQ6 https://t.co/ecM8uy6p4v",-0.15
audiomackedm,NYC,FALSE,"3,582",".@flumemusic  &amp; @ToroyMoi - ""The Difference""

streaming now on @audiomack

Listen: https://t.co/ETnZgchjVX 🔶 https://t.co/cJpf0SOIdZ",
gabzstopper,aus,FALSE,"3,577","as someone who was slandering flume, where the fuck is holdin' on",-0.4
gabzstopper,aus,FALSE,"3,577",I take back my flume slander because I just remembered how much I love drop the game,0.033333333
blakk_sensei,Gaia 士,FALSE,"3,535",LETS GO!!! New Toro featuring Flume🙏🏾🙏🏾🙏🏾🙏🏾 https://t.co/FHGzplGto4,0.136363636
Yenilynnn,Vegas ,FALSE,"3,509",i fucking LOVE flume omg,0.5
roaringblood,"New Orleans, LA",FALSE,"3,502",Watching first person perspective videos of riding a log flume to raise awareness,0.25
TreSmithers,"Cleveland, Ohio",FALSE,"3,435","#NP Flume - Holdin On (Kaytranada Edit)

[@flumemusic]
[@KAYTRANADA]

energy of this record is just insane.",-1
euphoriazine,,FALSE,"3,428",.@Flumemusic and @toroymoi have teamed up to create an absolute gem titled “The Difference”. https://t.co/6ze2l3j0Qj,0.2
fordlikethecar,"Panama City Beach, FL",FALSE,"3,426","@MaansnijderJan @illysses I stumbled on this video, only vaguely knowing about the Flume remix. This really worked… https://t.co/YSBD3kJuel",-0.1
RedstoneLiquors,"Stoneham, MA",FALSE,"3,416",Fresh Battery Steele Flume NE DIPA canned 3/9 https://t.co/SrdCtysSM5,0.3
gypsyjovanna,recalculating,FALSE,"3,412","had a dream (again) flume seated in front of me at this big lunch table n my friend was fanning out, flume was like… https://t.co/rrLR1J9glI",
TheWomanfredi, North West. UK. ,FALSE,"3,395",Utter chaos in Aldi. Loads of boxes &amp; trolleys abandoned in the aisles. Empty shelves. Stuff you could easily get l… https://t.co/FDeiXcPvrG,0.111111111
SoundflowNL,,FALSE,"3,385",Flume en Toro y Moi werken samen op 'The Difference'. https://t.co/DmPjXLoSp7,
lightsadore,melbourne,FALSE,"3,382",flume you deserve to eat some ass again after sitting at #8,
GayJalltheway,"Huntsville, AL",FALSE,"3,361","New music from #BUKU2020’s own Flume and Toro y moi!

Catch flume closing out The Port on March 20th at… https://t.co/EhfVmqEQI3",0.245454545
Gxbriellemxry,Newy ,FALSE,"3,359",Or maybe flume will have the most https://t.co/H1XIsC7xwS,0.5
fuxwithitblog,"Toronto, Ontario",FALSE,"3,326",".@flumemusic  x @ToroyMoi bless fans with a summer anthem

https://t.co/SsgSQXxu9j",
VarekWolf,"Rancho Cordova, CA",FALSE,"3,307","@TakJFolf Many of my pix are shot in Folsom, CA, outside Sacramento. Although it's now a densely populated suburb t… https://t.co/82ARYL2F80",0.25
VarekWolf,"Rancho Cordova, CA",FALSE,"3,307","Old flume
#KanesPhotoAdventures 73/366 https://t.co/DQlHaToBW8",0.1
YCTan888,,FALSE,"3,288","Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference” https://t.co/nz0XZkfwle",-0.006818182
ephemelody,in a galaxy far far away,FALSE,"3,284",@shannterelle flume and odesza you a real one 😔🙏,0.2
PaaSDev,"Hightstown, NJ",FALSE,"3,254","@Ritesh_MZ Use #SelectHiveQL and #PutDatabaseRecord

@Cloudera @apachenifi 

https://t.co/eRQF4haxWl.  .",
mrk_rbnsn,"tokyo, japan. ",FALSE,"3,249",the flume &amp; toro y moi track one of my favorite releases of the year so far,0.3
thewanderlistco,United States,FALSE,"3,246",@karaterhune ugh I’m debating on trying to hit up flume at red rocks in June if that doesn’t end up getting cancelled as well 😔,
thewanderlistco,United States,FALSE,"3,246",My heart is broken I won’t be seeing Flume next weekend,-0.2
JohnSpeikers,"Vancouver, BC, Canada",FALSE,"3,226","Flume Gorge in Franconia Notch State Park, New Hampshire https://t.co/o62l0U428z",0.136363636
JonathanZawada,,FALSE,"3,219",3 eras of @flume at Red Rocks in June https://t.co/pdhVpHKbiT,
Rory_Flanagan,"Melbourne, Australia",FALSE,"3,215",Quite possible the best stouche this Saturday is one neighbour chainsawing fallen trees whilst the other neighbour… https://t.co/w4qKeb8Wee,0.291666667
faust_412,"Pittsburgh, PA",FALSE,"3,199",i love me some flume,0.5
Clairobscur__,"Grenoble, France",FALSE,"3,197",Flume https://t.co/8xe4fRrW7G,
Italiajin21,日本,FALSE,"3,179",Tones and I - Drop The Game (Flume &amp; Chet Faker Cover) [LIVE @ SiriusXM] https://t.co/zwFRifYr4W,-0.131818182
Italiajin21,日本,FALSE,"3,179","(*u_u*)♪✰♬♪✨3.11day ɱUꑄյ͛ʗ⋆.17
Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/Zx8YVjLwZG",
sellingpetrol,Reading / Oxford Uni,FALSE,"3,151",Is there anything flume can’t do,
tobidire,,FALSE,"3,127",@esmeraldathe3rd omg i thought u had linked the flume toro song for some reason ..... ignore this interaction,
tobidire,,FALSE,"3,127","@ReaINiggaDrip Never got round to listening to that flume :/ (been meaning to)
The toro albums were nice tho
You sh… https://t.co/PQgp7lMsc4",0.2
soundofus,Paris,FALSE,"3,099","New songs by : Anna Burch / Yves Tumor / Flume, Toro y Moi / JFDR / Torii Wolf / added to monthly @Spotify playlist… https://t.co/Y31fYZOb1Q",0.136363636
JamontheTrap,,FALSE,"3,096","Flume Opens the Door to Potential Collaborations with Diplo, Alison Wonderland + More https://t.co/TfXY1D7ods https://t.co/9MmOHgj9Gk",0.25
RadioWHATTwit,,FALSE,"3,091",#NowPlaying Flume - Heater https://t.co/oBBaLwbvsM #ListenLive,
flumeismydad,in the cosmos,FALSE,"3,071",@ohradisyn @Brezzzy33 Omg hi hunnnny follow me let’s be friends &amp; geek over flume together every day all day,
flumeismydad,in the cosmos,FALSE,"3,071",Have you ever met someone that gets more emo than me over Flume?,0.5
flumeismydad,in the cosmos,FALSE,"3,071",NEW FLUME TODAY NEW FLUME TODAY NEW FLUME TODAY,0.136363636
420TINO,"Lekki, Nigeria",FALSE,"3,044","Here’s a song for you… The Difference by Flume
https://t.co/Sx0JfSFP9Y",
CRS_One,Diamond In The Rough...via NYC,FALSE,"3,037",#iTunesFriday | The Difference (feat. Toro y Moi) - Single by Flume https://t.co/PqEEdZkVpW,-0.071428571
nean,すべてが「その他」であるような宇宙,FALSE,"3,030",Flume - The Difference (ft. Toro y Moi) - YouTube https://t.co/8MOPv6ypHR,
TheCurbAU,Australia,FALSE,"2,958",@graciousdevs I went and saw Tame Impala live once because I was convinced that was what I needed to understand why… https://t.co/77IbfkaoLp,-0.040151515
wararit,bangkok,FALSE,"2,956","แมวนอก 12/3
1. better now - oh wonder
2. the difference - flume, toro y moi
3. cocoon - catfish and the bottlemen
4… https://t.co/8ya942tuCt",0.5
GoodLuckGaelen,,FALSE,"2,926","@_GB10_ New flume!
https://t.co/BSxFxaiE8Z",0.136363636
brettpatrick,"Los Angeles, CA",FALSE,"2,924",#flume is the best.,1
AuntyInternet,,FALSE,"2,915",why flume really hard ahaha,-0.291666667
rubygboland,Ulladulla/Sydney Australia.,FALSE,"2,891","well flume, goy and lorde are done so top 3 gonna be shit now https://t.co/RsMxmo4A0I",0.15
shannonuncut,"Perth, Australia",FALSE,"2,885",@eleni_lenlen One of my favourite songs by Flume!!!! This takes me back.,
vxviz,"Riverside, CA",FALSE,"2,847",I WILL SEE FLUME LIVE IM NO CARE,0.136363636
Caroline_Clason,"Plymouth, England",FALSE,"2,843",@GlacialGeomorph I'm pretty jealous of your flume experiments tbh ❄,0.25
testspiel,Hamburg,FALSE,"2,831",Flume feat. Toro y Moi – The Difference (Official Music Video) https://t.co/SbOujhgQ6d https://t.co/1jbCEn7idT,
scouse_roar,"Brisbane, Australia",FALSE,"2,822",@brenwaw According to fucking JJJ listeners who vote for Flume &amp; Fisher perhaps.,-0.6
scouse_roar,"Brisbane, Australia",FALSE,"2,822",I’d rather bang average than this fuuuucking shit though. Flume songs are instantly forgettable. Not catchy or anyt… https://t.co/Cw81O185gm,-0.283333333
scouse_roar,"Brisbane, Australia",FALSE,"2,822","Pure, unadulterated shite. But it has Flume’s name attached to it so I’m sure you could have guessed. https://t.co/1VDtKwANGs",0.371428571
uncutjuIes,,FALSE,"2,816",i was sobbing while writing this and listening to flume on repeat 🤡 https://t.co/Qp4TWYdxkc,
AliciaSchrock,"San Diego, CA",FALSE,"2,791",I love the new flume song 🥺,0.318181818
iamalyxander,"Miami, FL",TRUE,"2,732",@awonderland Did Flume break us?,
coramaelme,El Abadia,FALSE,"2,730",You can build a paved flume or lined channel to lead the water to a safe drainage system.,0.5
rustyimpact,,FALSE,"2,686","how similar are our music tastes! 10 points for each
- coldplay
- chopin
- rachmaninoff
- debussy
- flume!
- satie… https://t.co/TE2C7lhQ8v",
Maximum_Media1,,FALSE,"2,682","Flume And Toro Y Moi Are A Perfect Pairing On Their Spirited New Song, ‘The Difference’ https://t.co/V32W7fTZBr",0.545454545
eRadioUS,United States,FALSE,"2,678","#e_RadioUS Flume enlists Toro y Moi for new song, ‘The Difference’ https://t.co/XX1AVmOz4r https://t.co/hZWxN9R9rP",0.136363636
eRadioUS,United States,FALSE,"2,678",#e_RadioUS Flume – “The Difference” (Feat. Toro Y Moi) https://t.co/VpeETHcU6H https://t.co/wzctR6mdro,
gmgr20,,FALSE,"2,674","The Difference by Flume
https://t.co/npNY6IdQUm",
dewaoka_,BALI,FALSE,"2,663",Two of my favorite artists🔥 | Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/uNif0oxkHB via @YouTube,0.5
lastkissperry,australia ⚢ (she/her),FALSE,"2,648","yes, I hate never be like you by flume. there I said it.",-0.8
draindesert,"Brooklyn, NY",FALSE,"2,647",New single from Flume and Toro Y Moi “The Difference” out today.,0.032467532
twiinbeats,miami,FALSE,"2,633",flume and toro y moi on the new airpods commercial??? 😪,0.068181818
nerdsattack,Rome,FALSE,"2,628",NEW! #Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/uk7KD1XNw0 di @YouTube,0.136363636
trichomeinc,"Atlanta, GA",FALSE,"2,626","Flume Opens the Door to Potential Collaborations with Diplo, Alison Wonderland + More https://t.co/NARvWWZdu0 https://t.co/OxZkyIkxW6",0.25
trichomeinc,"Atlanta, GA",FALSE,"2,626",Flume Is Taking Advantage Of Self-Isolation With New Potential Collabs https://t.co/FSKvhO9dKH https://t.co/aq729ZHSqp,0.068181818
trichomeinc,"Atlanta, GA",FALSE,"2,626","Flume Shares Anticipated Toro Y Moi Collaboration, “The Difference” https://t.co/D6ucforfwJ https://t.co/VpZqH7fJIf",
trichomeinc,"Atlanta, GA",FALSE,"2,626","Flume, Toro Y Moi Release Indie Drum &amp; Bass Collab ""The Difference' https://t.co/gGGqquPrRN https://t.co/CtXlswuKWC",-0.075
trichomeinc,"Atlanta, GA",FALSE,"2,626","Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference” https://t.co/zSNXf1hde4 https://t.co/cCX2AWzDXq",-0.006818182
trichomeinc,"Atlanta, GA",FALSE,"2,626","Flume and Toro Y Moi share visuals for joint drum ‘n’ bass cut, ‘The Difference’ [Watch] https://t.co/2SxAPnqJZd https://t.co/XoyPlmcdGU",-0.15
trichomeinc,"Atlanta, GA",FALSE,"2,626","Listen To Flume &amp; Toro y Moi’s Dreamy New Drum &amp; Bass Collab, “The Difference” https://t.co/XqS1tpO4lY https://t.co/FUvOf2KX0Y",-0.006818182
WHOTFISTHISMAN,"California, USA",FALSE,"2,619",this new FLUME Toro y Moi is such a damn vibe. sheesh.,0.068181818
ReJecTReef,"Philadelphia,PA",FALSE,"2,617",Seen everyone but flume https://t.co/jBFphyaCGc,
v_manduh,In bed,FALSE,"2,598",Seeing toro y moi then flume after was such a mood🥺,
georgjar,Netball,FALSE,"2,592",Holding On &gt; Any other flume song,-0.125
TimSenna,Brum,FALSE,"2,536",@cgoodz Disinfectant to the log flume is inspired @altontowers you need to get on this,
jainormisTV,"Los Angeles, CA",FALSE,"2,515",Some good vibes for y’all during these stressful times! 🌽💛 https://t.co/fkQZib5Jic,0.7
buddy_ferrara,"Louisville, KY",FALSE,"2,511","Flume 🤝 drum n bass
https://t.co/G21nWm67Zg",-0.15
KIHistory,"Mason, OH",FALSE,"2,510",@SophieWasabi Yep! The log flume originally opened at Cincinnati’s Coney Island in 1968. It was relocated to Kings… https://t.co/s2aWNY1wra,0.375
sxrxh012,"Houston, TX",FALSE,"2,504","ME AF w/  Nghtmre, Flume, and RL Grime LMFAOOOOOOO they can own me n my p*ssy https://t.co/mNW9UGDo2n",0.6
Brezzzy33,"Colorado, USA",FALSE,"2,499",@flumeismydad @ohradisyn Yes hi hello flume STAN still I die xoxoxo will I see you at red rocks!!,
Brezzzy33,"Colorado, USA",FALSE,"2,499",New flume and porter within 24 hours bye,0.136363636
MonsieurCarlos,"Guayaquil, Ecuador",FALSE,"2,497","Hola, quieres venir a hacer una maratón the the strokes, rhcp, arctic monkeys, the smiths, day glow, cigarettes aft… https://t.co/Hq07ZH4c7a",
masterleakers,,FALSE,"2,491",Flume - The Difference (ft. Toro y Moi) [Single] (2020),-0.071428571
Chrizzyness,United States,FALSE,"2,486",Listen to Flume - Lose It (feat. Vic Mensa) by Flume #np on #SoundCloud https://t.co/HrA4qM5YSx,
joontokyu,"ash & taylah | 20, she/her",FALSE,"2,473",the flume fest continues 💆🏻‍♀️,
workshub,"New York, USA",FALSE,"2,425","Checkout Flume Health on WorksHub

Flume Health helps employers make their health plans more affordable and easier… https://t.co/xMP30ljABo",0.5
malibugibson,𝑠𝑜𝑢𝑡ℎ 𝑓𝑙𝑜𝑟𝑖𝑑𝑎,FALSE,"2,419",@theneedledrop gonna give thoughts on the new flume &amp; toro y moi song this sunday?,0.136363636
astresound,France,FALSE,"2,416",this new flume is just too good https://t.co/6sDHihbFA4,0.418181818
saahil2arora,🪐london🪐,FALSE,"2,411",flume being a vulnerably bby 🥺🌈 https://t.co/guN01ZcRvj,-0.5
allie_klu,,FALSE,"2,404",@ThatDakari Ezra - Flume,
malektomercury,the dark abyss    she/her,FALSE,"2,389",@IRONZEPPELINS i know what i want it to be but i'm always disappointed it'll probably be like flume or some shit wh… https://t.co/4fQ04hr5Hs,-0.475
Graceyasminn,,FALSE,"2,389",I just want my money back if flume isn’t coming down for the rescheduling,-0.077777778
theadorejenks,"Florida, USA",FALSE,"2,377","Track: *super saw chord, strong side chain with fast kicks*

Everyone: Wow major Flume vibes

Me: 😕",0.225833333
MeGustaGanja,Vantablack Tattoo Gallery,FALSE,"2,351",@tussibunny No but flume gon be at red rocks and I’m thinkin I might just head to that,
Mcswazyy,🌐 Wonderland,FALSE,"2,340",Flume Rocks tho...,
dngerousprince,he/him,FALSE,"2,324",i think we can all agree that never be like you by flume,
deonvidi,america latina,FALSE,"2,323","Ouvindo ""Disclosure - You &amp; Me (Flume Remix)” https://t.co/3EDDOF8meS",
euphoricdazed, 🔜BUKU ,FALSE,"2,292","I’ve been looking forward to seeing flume, glass animals, illenium and zeds dead for months just for it to be cance… https://t.co/6DSBI81Y9s",-0.2
OmfgNicolee,UCSB// LA,FALSE,"2,279",Flume is self quarantining himself? That means more time for new music let’s GOOOOOOOO https://t.co/bAa72MwEOc,0.318181818
louis_keswa,South Africa,FALSE,"2,279","The Difference by Flume, Toro y Moi https://t.co/DaMg0CTfnj #NowPlaying",
lonelyspeck,Kaurna Land (Adelaide),FALSE,"2,278",remember when sleepless by flume was the freshest track you'd ever heard and now it sounds like stock youtube vlogger montage music,
gojomo,"San Junipero, TCKR",FALSE,"2,273","@random_eddie I suspect theme parks even worse for transmission than concerts: more people, touching more shared su… https://t.co/fzcXuILPja",0.275
chalamundo,tiff,FALSE,"2,270",@happilychalamet it’s flume by bon iver!!! steal away my love!!,0.5
VENlCEBITCHES,australia ♡ mgc/4,FALSE,"2,269",flume is so popular in Australia which is weird bc I’ve never voluntarily listened to his music before,0.05
tibutler,Birraranga/Melbourne,FALSE,"2,235","If you don't have to have a stage with an audience, there's no reason you couldn't have your #Eurovision act stage… https://t.co/qrO5S1RhVi",
tibutler,Birraranga/Melbourne,FALSE,"2,235",69 isn't what we associate with Flume though #Hottest100 https://t.co/MR4TlYdpux,
robertniles,"Los Angeles, CA",TRUE,"2,218",I'm back with another episode of my theme park recipe cooking show. Today's dish is Walt Disney World's Tonga Toast. https://t.co/jFn8tdZrNo,
robertniles,"Los Angeles, CA",TRUE,"2,218",The Walt Disney World and Disneyland theme parks have closed temporarily to help stop Covid-19. But when will the D… https://t.co/yROO7oE80q,-0.1
rayedish,Land of the Awabakal people,FALSE,"2,218","@Maya_Abeille Fair call..I recognise but don't resonate with these songs (Too much Kanye, Flume and Sticky Fingers for me)",0.45
robertniles,"Los Angeles, CA",TRUE,"2,218","In the end, the political optics of Disneyland getting an exemption from California's large-gathering rules were ju… https://t.co/eAxp0uE5wL",
robertniles,"Los Angeles, CA",TRUE,"2,218","Yes, it's a tough time to be making travel plans. Or to be in the travel business. But I think it's important to re… https://t.co/5oYpR90cDF",0.005555556
badluckbrittttt,,FALSE,"2,216",Y’all really did not have to take flume away from me,0.2
badluckbrittttt,,FALSE,"2,216",Flume needs to understand that I will willingly die for him so he can not cancel his red rocks event )):,0.125
badluckbrittttt,,FALSE,"2,216","The salon let’s me play my music so I’ve had flume, odesza, slander, pretty lights, porter etc on all day and I’m i… https://t.co/unVbEh0zDO",0.25
badluckbrittttt,,FALSE,"2,216",Crying bc my Colorado friends from flume last year are getting flume all set up and invited me into their plans and I just love them 🥺,0.1
IndependienteFM,"Guadalajara, México",FALSE,"2,204",#NP Flume - The Difference (feat. Toro y Moi) @flumemusic,
pantelisk,Fiki.Trikala.Greece,FALSE,"2,196",Flume and Toro Y Moi Share New Song “The Difference”: Listen https://t.co/z87iBD0YMt via @pitchfork,0.136363636
ReachMD,"Fort Washington, PA",FALSE,"2,189",Drs. Anne O’Donnell &amp; Patrick Flume come together to review 2 patient cases that demonstrate how clinicians can mai… https://t.co/efvPkFz49w,
beerboy182,,FALSE,"2,166",@yeahtheboyz You’ll be proud I downloaded the free MOOG and Korg synthesisers. I’m gonna write songs like Flume so… https://t.co/I8V36ybABn,0.6
coreyforde,"Cleveland, OH / Brooklyn, NY",FALSE,"2,165",Tiny Cities -Flume. https://t.co/6U8HmR6WFs https://t.co/0kST1MsGVI,
HEERON,顔でかいからや,FALSE,"2,160",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/03qNkSKz1H,
HEERON,顔でかいからや,FALSE,"2,160",Flume feat. Toro y Moi - The Difference [Official Lyric Video] https://t.co/bZDnOlI0Io,0.25
AJackP59,"Shaolin, NY ",FALSE,"2,149",Take a Chance - Flume https://t.co/Pcwfnuo004,
itselleokay,Sydney,FALSE,"2,149",this new flume toro y moi is MWAH !,0.136363636
Asiansel,,FALSE,"2,133",I miss flume so much,0.2
lilredriddim,IG: lilredriddimhood,FALSE,"2,092",RIP buku I just wanted to see flume &lt;/3,
AIRG_Now,北海道,FALSE,"2,088","THE DIFFERENCE FEAT.TORO Y MOI / FLUME (12:12)
Program[Sparkle Sparkler]",
MoTanWa_,My Mum's Heart,FALSE,"2,081","There's this guy ""flume"" ...ve been listening to his music and my life has meaning again.",
alexhidebot,the growing land,FALSE,"2,078",why am I getting around to listening to new flume and it is love so weird???,0.045454545
alexhidebot,the growing land,FALSE,"2,078",art is an amazing way to listening to new flume and it is very good I like to a lot everyone,0.548787879
alexhidebot,the growing land,FALSE,"2,078",I'm still don't know what I'm supposed to new flume and it is very good I like to a lot everyone,0.523181818
alexhidebot,the growing land,FALSE,"2,078",was just getting around to listening to new flume and it is very good weekend,0.523181818
alexhidebot,the growing land,FALSE,"2,078",was just getting around to listening to new flume and it is very good I like to a good weekend,0.582121212
alexhidebot,the growing land,FALSE,"2,078",why am I getting around to listening to new flume and it benefits you..,0.136363636
alexhidebot,the growing land,FALSE,"2,078",Sometimes I getting around to listening to new flume and it is very good I like to a lot everyone,0.523181818
alexhidebot,the growing land,FALSE,"2,078",Listen to new flume and it is very active online the last year or so due to irl shit but now It's like im completely detac...,-0.043661616
alexhidebot,the growing land,FALSE,"2,078",was just getting around to listening to new flume and it fucking matter though?,-0.231818182
alexhidebot,the growing land,FALSE,"2,078",i want to listening to new flume and it is very good I like to a lot everyone,0.523181818
alexhidebot,the growing land,FALSE,"2,078",Good to new flume and it is very good I like to a lot everyone,0.582121212
alexhidebot,the growing land,FALSE,"2,078",Don't miss my way to new flume and it is very good I like to a lot everyone,0.523181818
alexhidebot,the growing land,FALSE,"2,078",Good to listening to new flume and it is love so weird???,0.209090909
alexhidebot,the growing land,FALSE,"2,078",happy weed day everyone and happy birthday to new flume and it is having a good weekend,0.609090909
belikeaduck,Texas,FALSE,"2,073","5 jobs I've had

1) operator, log flume ride
2) cashier at a cafeteria restaurant 
3) retail store clerk
4) army nu… https://t.co/rRsHaB62yr",
vibesaftermusic,"Iaşi, România",FALSE,"2,062",#freshtune #newmusicvideo #vibesaftermusic New video : Flume feat. Toro y Moi - The Difference (Official Music Vide… https://t.co/a9PMhNrezR,0.136363636
hnrysmll,Melbourne / Naarm,FALSE,"2,059",Was either gonna be a Tame Impala or a Flume let’s be honest https://t.co/Mpa0hNUp9c,0.191666667
T2000000000,,FALSE,"2,059",Flume - How To Build A Relationship (feat. JPEGMAFIA) https://t.co/GMypAe5VJX,
iashuhere,"Toronto, Ontario",FALSE,"2,052","Apple's New Airpods Ad (Featuring Flume) Will Be The Most Fun You Have All Week
 Watch here -… https://t.co/fYC4s5crbZ",0.312121212
coksidraws,side account: @coksirambles,FALSE,"2,049","@90s_Flume *inhales*

THANK YOU",
stlclubradio,"St Louis, MO",FALSE,"2,043",Now playing: Never Be Like You (Clean) by Flume ft. Kai #listen at https://t.co/7TgguvoIRT https://t.co/DDR9mWhJUs,0.366666667
itscamdaniels,📍LA,FALSE,"2,032",Yo the new flume with toro y Moi might be the best song I’ve heard in a while https://t.co/KFpjjArE6n,0.568181818
chp_la,"Los Angeles, CA",FALSE,"2,027",West Valley Sepulveda Blvd / Flume Walk **Trfc Collision-Unkn Inj** https://t.co/GY5dzFHgw5,
chp_la,"Los Angeles, CA",FALSE,"2,027",LA Sepulveda Blvd / Flume Walk **Trfc Collision-Unkn Inj** https://t.co/3pMR6HHOS3,
lizzieslolita,hotel california,FALSE,"2,005",holdin on is actually a banger I’ll give that to flume,-0.25
lizzieslolita,hotel california,FALSE,"2,005",everyone on Facebook saying they want flume to be #1 please just not this one time,
fluxfm_berlin,Berlin,FALSE,"2,003","16.03. 17:19 Uhr: Flume ""Let You Know (feat. London Grammar)""",
fluxfm_berlin,Berlin,FALSE,"2,003","14.03. 13:00 Uhr: Flume ""The Difference (feat. Toro y Moi)""",
fluxfm_berlin,Berlin,FALSE,"2,003","12.03. 19:52 Uhr: Flume ""The Difference (feat. Toro y Moi)""",
fluxfm_berlin,Berlin,FALSE,"2,003","11.03. 17:11 Uhr: Flume ""The Difference (feat. Toro y Moi)""",
poulpebulle,,FALSE,"2,002",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/bn3lJEK5rb via @YouTube,
poulpebulle,,FALSE,"2,002",Flume feat. Toro y Moi - The Difference [Official Lyric Video] https://t.co/6g5islsjeK via @YouTube,0.25
poulpebulle,,FALSE,"2,002",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/bn3lJEK5rb via @YouTube,
portinfinite,Los Angeles,FALSE,"1,996","Flume shares ""The Difference"" featuring Toro y Moi, to play three nights at Red Rocks June 8-10 for Flume &amp; Friends… https://t.co/h8JLzZ8D9H",
portinfinite,Los Angeles,FALSE,"1,996","Flume shares ""The Difference"" featuring Toro y Moi, to play three nights at Red Rocks June 8-10 for Flume &amp; Friends https://t.co/s9Zrl4rnZy",
365diasdemusica,"Florianópolis, Brasil",FALSE,"1,995",Flume feat. Toro y Moi - The Difference https://t.co/nlVuCwaJe0,
_L1vY_,⚜ Premium Mayonnaise ⚜,FALSE,"1,986","I know how it would end if this really was a crime thriller, but I don't know which toxic-waste flume would be involved.",0.2
yellowfIickers,LA,FALSE,"1,985",flume x charli coming  https://t.co/2PCVnzzbZB,
makawitt,,FALSE,"1,980",disclosure (flume remix) - you &amp; me https://t.co/yNwoSh5ACU,
EDLC_Leisure,"Kirkintilloch, Scotland",FALSE,"1,977","Due to a swimming gala the three pools, flume and health suite will not be available on Sunday 22nd March from 1pm… https://t.co/tYU9OFglZS",0.1375
PapaHogieBear,Amegakure,FALSE,"1,970",Wait flume dropped a song with toro y moi,
MEGASHUFFLE,Canada,FALSE,"1,967",#nowplaying The Difference by Flume |IOS: https://t.co/tyZJ4bFfkW | Android: https://t.co/ESyRka2jB5 https://t.co/JjSuZ25C4C,
MEGASHUFFLE,Canada,FALSE,"1,967",#nowplaying The Difference by Flume |IOS: https://t.co/tyZJ4bFfkW | Android: https://t.co/ESyRka2jB5 https://t.co/R8djrXr7Kp,
coastertouring,England,FALSE,"1,967","A great ride to shoot, a great upgrade to flume rides, a great use of motion simulators. https://t.co/HS2Y5a7g2b",0.8
Gagasexuals,Tucson,FALSE,"1,966",Follow me on Instagram :OmarVlad !!! Been posting a lot more flow videos and art and I follow back!  #flume #flow… https://t.co/miZQYnCrsI,0.25
imlightyear,"Chicago, IL",FALSE,"1,962",Flume,
thacher,"here and there, mostly here",FALSE,"1,953","@doctorow Aw shucks. 

Also— super great to see colleagues like Charita Carter getting some well deserved recogniti… https://t.co/L7GeocWtPX",0.566666667
RustTrending,,FALSE,"1,945","zesterer / flume: A blazingly fast multi-producer, single-consumer channel. ★198 https://t.co/v9daihLaKL",0.2
brianafennell,"Brooklyn, NY",FALSE,"1,940","Even though it’s crazy right now in the world, I’m excited to announce that I’m moving my journey in the music indu… https://t.co/C5gqPDg1zT",0.020238095
MediaKombatRadi,United Kingdom,FALSE,"1,939",What's Hot On MediaKombat: Video - Flume feat. Toro y Moi - The Difference https://t.co/oap0MExdqO  https://t.co/pIYJTbKTZc,0.25
VibesSushi,at a sushi resturant ,FALSE,"1,939",@raynadreamaa i usually just listen to flume,-0.25
VibesSushi,at a sushi resturant ,FALSE,"1,939",@ravemom3000 FLUME?!,
stalesmcgalesss,"Chicago, IL",FALSE,"1,937",im listening to the flume and toro y moi collab and it sounds like it should be playing in a haunted Madewell,
theinterns_net,Sydney,FALSE,"1,930",Rapid React: @flumemusic and @ToroyMoi is a plush moment that just feels right https://t.co/aHfJNUGZh8 https://t.co/jalNV6X3eB,0.285714286
scorpiosclaud,gold coast,FALSE,"1,916",flume is dominating and i’m absolutely here for it,0.2
TrapWookie,Spain but the S is Silent ,FALSE,"1,912",I seriously can’t get over this Flume &amp; Toro song,-0.333333333
TrapWookie,Spain but the S is Silent ,FALSE,"1,912",I’m loving this new Flume! 🥰,0.368181818
niamscunt,,FALSE,"1,911",TAKE A SHOT FOR EVERY TIME FLUME MAKES IT ON HOTTEST 100,
JeremyBednarski,"North Olmsted, OH",FALSE,"1,904",@JimMacLeod @jeremarketer Here’s an article that explains dime of the restrictions and allowances for Disney and Ma… https://t.co/eh9rtbJJeL,
