,user,location,verified,followers,content,polarity
188,Hoku5ai,Tokyo,FALSE,"1,490",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/QlSpuCRxmL,
1043,_Duffster,Glasgow,FALSE,"1,478",The Difference (feat. Toro y Moi) by Flume on #SoundCloud? #np https://t.co/HEV1MbauTN,
920,EDMDavidCook,One Strange Rock,FALSE,"1,455",New Flume track fucks.,0.136363636
664,AMVNDALYNN,"Bronx, NY",FALSE,"1,452","FLUME always snaps. 

https://t.co/hKM1NWQRYf",
817,rawdrive,,FALSE,"1,441",Flume – The Difference feat. Toro y Moi https://t.co/TWX0YpKIr3 https://t.co/H8gsZgYlzx,
771,ShmackedBitty10,Colorado,FALSE,"1,431",✨speaking it into existence that we’ll be able to go see Flume &amp; Alison Wonderland this year🥺✨,0.5
358,_ssarahhhh,,FALSE,"1,425",i’m sad because i’m not seeing flume at buku and school is going to suck like ah yes wonderful take my last spring semester away,0.166666667
78,alelopzm,Nara,FALSE,"1,423","Coronavirus Quarantine 🦠 en música

🧼 new Kelhani 🧼 new Flume (con Toro y Moi) 🧼 new Tom Misch 🧼 new A.CHAL 🧼 new 6… https://t.co/lQ8m9NuOrm",0.136363636
278,theguysinthebox,Worldwide,FALSE,"1,415",Disneyland theme parks to close due to Covid-19 https://t.co/wKRn41RHrt,-0.125
210,theguysinthebox,Worldwide,FALSE,"1,415",Universal Studios Hollywood joins Disneyland in closing https://t.co/guAfVSLOaN,
346,theguysinthebox,Worldwide,FALSE,"1,415",The world goes viral: Thursday's Covid-19 news https://t.co/AldqwDKhXy,
899,theguysinthebox,Worldwide,FALSE,"1,415","Tokyo Disney, Universal Japan delay their reopening dates https://t.co/JeFbtjInfV",
1179,theguysinthebox,Worldwide,FALSE,"1,415",This wasn't the 'going viral' that anyone wanted https://t.co/8v0YVnkEd2,
1127,ShezTooDope_,-in wonderland 👾😈😏,FALSE,"1,413","Need to see flume at EF, need to manifest a ticket, ugh",
184,rawales2,"Saint Paul, MN",FALSE,"1,407",@BillLindeke Flume ride???,
655,pnkblnkt,pnk@pnkblnkt.com,FALSE,"1,403",@PigsAndPlans @flume @ToroyMoi flume is so dope!!!,
863,peachnquiet,LA 🌤 • wubz 🌈🏳️‍🌈,FALSE,"1,395",my love for flume transcends dimensions of space and time💓✨🌸💕🌼💖🌟,0.5
624,faintlyfaith,,FALSE,"1,381",There’s going to be so much flume and arctic monkeys in this countdown,0.2
252,maddiekathrynnn,Louisiana ,FALSE,"1,371","THE FACT IM MISSING KAYZO AND FLUME HAS ME MORE PISSED OFF THAN ANYTHING. 

still goin to nola tho",0.15
461,tucanzz,"Coimbra, Portugal",FALSE,"1,371","Som bonito

Here’s a song for you… The Difference by Flume
https://t.co/k037P0XgCj",
273,LILDIRTNAP,ERA OF TERROR,FALSE,"1,366",instead of buku i’m flying to denver bc flights are $42 round trip. if i’m not seeing flume i’m smoking a personal… https://t.co/YdO6xR4Giu,-0.1
355,LILDIRTNAP,ERA OF TERROR,FALSE,"1,366","hello lord i am asking for one thing,,,, protect buku,,, please,, i need flume. u don’t even know how badly i need… https://t.co/ZQm4eQDnrM",-0.7
264,LILDIRTNAP,ERA OF TERROR,FALSE,"1,366",@tyhargett flume &lt;/3,
326,covombianxo,DMV,FALSE,"1,348",I NEED TO SEE FLUME 💔😭,
721,The_IZM,"Newark, NJ",FALSE,"1,342",Flume and Toro?!?!?! Bruh!!! https://t.co/CkMEWqzu87,
895,Factor_y_Beats,México,FALSE,"1,339","Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference”: Flume has proven time and time again th… https://t.co/5I20qdeBQm",-0.006818182
131,karlyto23,Provincia di Cuneo,FALSE,"1,333",Bonjour @__EthelByrond__ Disclosure - You &amp; Me (Flume Remix) [Official Video] https://t.co/2QA01mVwud,
129,vlrelvsme,,FALSE,"1,327",Flume dropped a song with toro y moi 🤩💚,
773,CorrvptCriminal,🕳,FALSE,"1,325",@tussibunny You mean since ultra is cancelled ? He doesn’t give a fuck. Why can’t we just get flume at the Fillmore… https://t.co/ASIWBfmVFF,-0.35625
335,shannterelle,,FALSE,"1,322","6. i’m not a kpop person but here are some music artists i like rn! flume, lana del rey, odesza, fka twigs, beach h… https://t.co/eVNWP1dkUh",
544,lemondeah,arizona ,FALSE,"1,319",damn that toro y moi x flume collab is so nice,0.6
534,indancemusic,,FALSE,"1,317","Flume Talks ""The Difference"" ft. Toro y Moi, Teases New Album in Apple Music Interview https://t.co/jyevu1eyFN",0.136363636
552,thoughtstostart,"Torrance, CA",FALSE,"1,312",Flume is always a vibe,
653,leovallet,"Los Angeles, CA",FALSE,"1,311",@dustanner You could never go wrong with Flume’s music!,-0.5
727,its_taku,Elysium,FALSE,"1,310","Flume feat. Toro y Moi - The Difference (Official Music Video)
https://t.co/K1uaTcf10n",
255,kadewhite,"Lafayette, LA",FALSE,"1,308",@LaceNichole it flume backs out i’m killing the whole buku  committee,0.2
629,Player4music,"Tampa, FL",FALSE,"1,298",im kinda pissed that Buku put channel tres during flume 😔,
443,AllAroundNew1,,FALSE,"1,293","Australian dj-producer Flume shares a music video for ""The difference"" https://t.co/7TQV1hgGhf https://t.co/uGRrwOTzc3",
785,giovanighelfi,Neon Garden,FALSE,"1,292",This new flume so nicccceee,0.136363636
725,sebastianmperry,with my babes,FALSE,"1,289",The new flume is such a vibe 1000000%,0.068181818
526,just_watt,"Vancouver, BC",FALSE,"1,276",Brand new Flume ft. Toro y Moi is turning this day around. https://t.co/CYJEC4oOQL,0.136363636
300,walterwiIliams,Seattle ,FALSE,"1,273",Flume lowkey Thic,
1241,yojennnny,snapchat & IG : yojennnny,FALSE,"1,267",insane // flume makes me feel some type of way,-1
0,uncleDopey,"Boise, ID",FALSE,"1,264",FLUME (DJ) is going to be good at aerobics! #qanda,0.7
626,uncleDopey,"Boise, ID",FALSE,"1,264",FLUME (DJ) is big ass great in bed! #freewestpapua,0.4
361,bangersound,"Victoria, British Columbia",FALSE,"1,260","Check out the new GØAT's MILK! ;) 

https://t.co/aLv5WnRz2j 

#GØAT #Flume #Banger #Bangers #BangerSound",0.136363636
517,bangersound,"Victoria, British Columbia",FALSE,"1,260","Holy shit. New #Flume is #fire. 

https://t.co/hO57r0gWd4",-0.031818182
377,KasperDnB,"Minneapolis, MN",FALSE,"1,240",Publicly calling dibs on the D&amp;B edit of this Flume x Toro Y Moi track. ITS MINE. STAY BACK.,
647,nohemyliora,"Brooklyn, NY",FALSE,"1,236",new Toro y Moi with Flume is telling me everything is gonna be alright :),0.136363636
896,Rolly137,"Fort Worth, Texas",FALSE,"1,235",YALL ITS TIME FOR THE DNB MOVEMENT https://t.co/OeZKtWF99D,
592,G_Uniq16, Your local Subaru Dealership♐,FALSE,"1,228",@oliolliepop Take a chance - Flume 🌸 🌺,
211,ImCAntonio,"Pittsburgh-ish, PA, USA",FALSE,"1,225",I fuck with this new Flume+Toro y Moi https://t.co/f8YJkaugva #NowPlaying,-0.131818182
990,Asap_Franky,OH ✈ AZ,FALSE,"1,216",New Flume was my only motivation of getting up today,0.068181818
409,capturelightabe,"Bay Area, California",FALSE,"1,213",Oh yes this new flume x toro y moi is a whole blown banger https://t.co/R6rnTKl159,0.168181818
1235,JohnLiwag,(sunny) los angeles,FALSE,"1,211","📷📷📷 by me :)

flume x toro y moi video/song drops tmrrw! https://t.co/Yu5Tzyo5OD",
242,tmj_dfw_it,"DFW, Texas",FALSE,"1,199","We're hiring in #Westlake, TX! Click the link in our bio to apply to this job and more: Big Data Administrator (NIF… https://t.co/CqCLLVhvM6",0.25
1096,mizus_,Swordfish II,FALSE,"1,195",Flume and toro y moi dropped a track,
1084,_yanwari,丸ノ内線／Skype:sally__39,FALSE,"1,185",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/3F5K54PHQO @YouTubeより,
146,aRaverRTs_,Las Vegas,FALSE,"1,181","This how sad I am. Listening to music I never bothered with
https://t.co/OY3zyJFD6p",-0.5
659,therealkalan13,Your local club,FALSE,"1,174","First concert? Justin Bieber lol 
Last concert? Phora &amp; marteen 
Next concert? Flume 
Best concert? FLUME
Worst con… https://t.co/GXr6Ja1z0L",0.41
697,notatcamp,seattle,FALSE,"1,165",oh to be the girl who got her ass eaten by flume at burningman,
230,ccampo97,"New Orleans, LA",FALSE,"1,164",@iCroswell u gonna get to shoot flume bby i promise. i’m manifesting it for u 🖤,
646,caiofelipho,"São Paulo, SP.",FALSE,"1,164",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/cf8VfBc3b1 via @YouTube,
808,EmileeGlendiggy,"Houston, TX",FALSE,"1,157",@thebukuproject if y’all cancel can you tell me before the 17th cause that’s the last day I can cancel/change my ho… https://t.co/3dDbA4Aezs,
671,cherryyycokeee,Raising hell,FALSE,"1,155",@HansselMagana All time favorite flume song ✨,0.5
403,beatsbycryptic,"Magdeburg, Germany",FALSE,"1,155",i wanna see a show/film on netflix where the whole score is produced by flume,0.2
1024,rMonstercat,Canada,FALSE,"1,155",Flume - The Difference (feat. Toro y Moi) - via /r/Monstercat https://t.co/uuvGKojQCZ,
717,jackmasamune,hd2009458b,FALSE,"1,150",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/fnnUjNP5vU,
1173,Ava_Pepper,United States,FALSE,"1,148","I'm so wet I'm my own water park

Come on baby be my log flume

Tomorrow it's a healthy breakfast and maybe we'll see some Cardinals",0.333333333
548,gsloveapp,,FALSE,"1,140","😇 Flume enlists Toro y Moi for new song, ‘The Difference’ #Celebs #Go #Gossip
https://t.co/dZGk0Wx7lj",0.136363636
1064,joeybmyers,,FALSE,"1,136",Flume just doesn’t miss...,
759,honeybadgerbe,"Bruxelles, Belgique",FALSE,"1,127",New Flume is a big ooooffffff,0.068181818
521,nicolette_rm,,FALSE,"1,125",This new Flume is SO GOOD it got me forgetting about coronavirus and it’s potential to collapse our healthcare system,0.278787879
968,edmallabout,"San Diego, CA",FALSE,"1,123","Flume and Toro Y Moi share visuals for joint drum 'n' bass cut, 'The Difference' [Watch], https://t.co/OHZPd9zQ2b",-0.15
662,rachaael__,🇦🇺/🏴󠁧󠁢󠁳󠁣󠁴󠁿,FALSE,"1,119",new flume is 🔥,0.136363636
29,theshowtime_fr,FRANCE,FALSE,"1,109",#NEW Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/tMSzVf11ep via @YouTube,0.136363636
69,stephhcastro_,"Florida, USA",FALSE,"1,102",Listening to flume and realizing we use the same abelton samples got me feeling some type of way,
1098,BOOjp,世田谷,FALSE,"1,102",Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/OmMD6Q5OZ1,
833,Iovelawn,Reading/Manchester,FALSE,"1,099",flume songs aren’t long enough,-0.025
306,biaja_,,FALSE,"1,094",The start date at my new job got pushed back to June 15th - the Monday after Flume &amp; Friends. This means I can put… https://t.co/CVkTWW84GL,0.068181818
1166,owslajosh,"Las Vegas, NV",FALSE,"1,092",New flume x toro y moi coming later today 👍,0.068181818
693,cassiehowardxo,,FALSE,"1,092",@badluckbrittttt I actually had flume radio on Pandora in the salon today 🖤💇🏼‍♀️,
244,hazikry,,FALSE,"1,091",flume never disappoints,
1210,Wheendaay,iheartraves 10% off: wheendaay,FALSE,"1,085",Flume better be there!!!! https://t.co/iGynxtDbqW,0.5
1239,Wheendaay,iheartraves 10% off: wheendaay,FALSE,"1,085",Can’t see Flume until October ughhAhavajah 😡,
885,imlikebaso6ft,,FALSE,"1,071",About time Flume dropped tht dnb tune hes been teasing,
277,beomkairise,wangxian. ♡ | 🇨🇱 eng/esp,FALSE,"1,070",@ggukiethx stan flume xfi https://t.co/P0rCY31fRK,
1094,hyrakane,"東京時々広島, Japan",FALSE,"1,070",Flume feat. Toro y Moi - The Difference https://t.co/4GYcSmFx0w,
795,literalIyjosh,"Milwaukee, WI",FALSE,"1,064",@gjonesbass is dark flume,-0.15
123,AmadeeRiojas,,FALSE,"1,053","To Roy woods then SOB X RBE, to Lil Durk then Doja Cat, Roddy Rich to Flume, Jorja Smith to Massore https://t.co/9vak3iaHGA",0.375
66,_babyykourt,"Alabama, USA",FALSE,"1,047",We got 2 Zeds Dead sets taken away &amp; I was about to see illenium &amp; Flume for the first time ever. Ugh I’m just so fucking sad,-0.15
217,mumba_asf,"Kenitra, Morocco",FALSE,"1,046",Flume and Toro Y Moi did what needed to be done on The Difference.,
963,9jaupdate247,Port Harcourt,FALSE,"1,044","Flume on his new Toro y Moi collaboration, “The Difference” https://t.co/Q5PcWCLx1H https://t.co/kYdCSZbnrw",0.136363636
829,princemasonnn,California,FALSE,"1,038",Say it by flume &amp; Tove lo is the vibe for these sunny beautiful days. 🌞,0.85
282,Brooke_Champ,,FALSE,"1,037",If flume can’t play in September........ I’m..... im 😭,
181,sparkleina,"Alsip, IL",FALSE,"1,036","I knew seeing Zeds Dead (twice), Flume, Illenium, Subtronics (twice), and my first voyd set within two days was too good to be true 🥺😭",0.275
1229,Rosmelie,State of Washington,FALSE,"1,034",@Disneyland2go That is going to be one very wet corpse if they place him too far forward in the flume casket,-0.015
615,jayceeohh_,,FALSE,"1,031",@gabacho_ @flume Oh i see dang.. fucking ultra smh,-0.6
950,jayceeohh_,,FALSE,"1,031",@gabacho_ @flume Smh. Fucking ultra. I think he’s still playing a show in Miami. You should look into it,-0.6
1013,jayceeohh_,,FALSE,"1,031",@gabacho_ @flume The B10B at the revealed stage 🤦🏻‍♀️,
848,RichieIsEvol,1000 Vin Scully Ave,FALSE,"1,026",@Lexx642 This tweet would’ve been 10x better if it said flume are red rocks 🥺 I wanna go so bad,-0.066666667
657,pokeboycupid,village hidden in the bass 🔊,FALSE,"1,023","Been seeing people dog flume for his new drum n bass track, make me understand why. This shit hits.",-0.071212121
877,sovlcraft,,FALSE,"1,021",I’m taking this as a sign I need to go to flume and friends!! I don’t even care if that means having to go by myself anymore lmao,0.6
510,glitchdestroyer,"Brooklyn, NY",FALSE,"1,016",I will literally catch a body just to see Flume play just first album  and all his remixes around that time at red rocks I swear to GOD,0.125
276,adelynbaxter,"Juneau, AK",FALSE,"1,015","@MrsLizbethJ Based on the avalanche map and past winters, there's not as much risk along most of Perseverance becau… https://t.co/t5TAJtqxou",0.15
302,adelynbaxter,"Juneau, AK",FALSE,"1,015","Juneau Emergency Programs Manager Tom Mattice suggests people in the Behrends and White subdivisions be on watch, a… https://t.co/m3Td4bW8jG",
1077,Smow_Music,,FALSE,"1,012","""We made this song between a day at my place in LA and and a day at Chaz’s spot in Oakland. This was our first time… https://t.co/V0CqSCZKhL",0.25
1086,Smow_Music,,FALSE,"1,012",AHHHHH NEW FLUME MUSIC YAWAA UY,0.136363636
42,boptavioooo,,FALSE,"1,006",Hi This Is Flume https://t.co/kj6Vy9ufRc,
492,Doctor_smile_,Where ever the vibes are at,FALSE,993,Flume news song oml.😩😩😩😩😩,
53,Brawlyyy,Arizona,FALSE,990,new flume with toro y moi is fucking heat,-0.231818182
1008,CharlieGotSazon,"Miami, FL",FALSE,986,love that Flume &amp; Toro y Moi are experimenting with Drum n Bass,0.175
810,starsizzle,Andromeda Galaxy ☆彡,FALSE,985,New flume song just made me happy,0.468181818
737,bladyrasta,Mazo-Mazo,FALSE,983,"Flume has teamed up with Toro Y Moi mastermind Chaz Bear on a brisk new track called “The Difference,” which will b… https://t.co/HNtoyfKevJ",0.136363636
44,infinitblog,25/8 GOOD VIBES!,FALSE,981,"Flume shares DnB infused new single ""The Difference"" featuring Toro Y Moi. 👌🏼 https://t.co/iUWQKtuORp https://t.co/a4b1QCMx7A",0.032467532
558,SarahCLandry,"San Diego, CA",FALSE,980,10/10 recommend taking a drive by yourself by the beach for sunset and blasting Flume,
488,haremsacc,earth,FALSE,979,"@shewastorms playboi carti -skeleton
Ilovefridays-miakhalifa
seekae - test &amp; recognize [ flume re - work ] slowed
J… https://t.co/4mfEQGrdqG",
1198,Devin_Vallejo,Bay Area,FALSE,975,Toro y moi and flume did a song and it comes out in 12 hours....,
183,daybydvy,"Brooklyn, NY",FALSE,970,@jasmineesays Right lol what festival? I was thinking about going to the flume festival at red rocks in June,0.361904762
852,hhalienn_,outer space,FALSE,968,Toro y moi + flume just dropped a song together. WHAAAAAAT,
1109,chrizburgos15,"Pasadena, MD",FALSE,965,"New uzi, new flume &amp; new Porter this week https://t.co/CByOP6SPhW",0.136363636
978,mellcath,"Scottsdale, AZ",FALSE,964,new flume x toro y moi? sign me up 🪐,0.136363636
663,m_c_q_n,"London, England",FALSE,962,"The Difference - Flume, Toro y Moi is technically a drum and bass song",-0.075
533,CCSalts,,FALSE,956,New flume Toro amazing,0.368181818
1041,alimarceaux,"Louisiana, USA",FALSE,955,Flume had my back windows rolled down last night and I forgot to roll them up.... my car is now a misquote breeding ground,-0.051851852
422,FrontRowLiveEnt,Los Angeles,FALSE,947,"Flume Premieres ""The Difference"" ft. Toro y Moi (Official Music Video) https://t.co/PiSykFBfvE",
1187,lovedtalks,Black & Trans Lives Matter.,FALSE,945,Flume needs to stop posting his cute ass dog on ig unless he wants me to dognap him 🙇🏻‍♀️,0.35
506,pipiquiroz,Your mothers,FALSE,945,Anything flume is just *chefs kiss*,
1091,jerwin_gabriel,"Chicago, IL",FALSE,942,sad that coachella got postponed because i was going to write a vice article called “the truth about doing molly wi… https://t.co/6EGEVjov8Z,-0.5
1009,_asapams,walking on the sun,FALSE,940,new flume new flume new flume 🥵 https://t.co/1aKppWW6lH,0.136363636
55,Panda_boi2020,"kyun, ristha bhjna hai...",FALSE,940,@Daniahype Sekae - test and recognize (flume re- make),
504,DomingoCasanova,illiNOISE,FALSE,935,Flume’s new song has been on repeat all day,0.136363636
496,hig_aiden,Mexico,FALSE,925,"👌🏽😌🎶---&gt; The Difference (feat. Toro y Moi) by Flume on #SoundCloud
https://t.co/mlSXvqeAy6",
1112,TheLaShaunLove,Black Suburbia Studios,FALSE,922,When the beat is primarily percussion and low end however it's pretty easy to have the vocals super present while m… https://t.co/16aot5wUBN,0.236111111
406,Fram3s_,"Auckland, New Zealand",FALSE,919,@_jakorev https://t.co/QbvwaK20rk that new good good by my boy Flume,0.512121212
130,anastasiacl,,FALSE,914,Starting Friday right with Toro y Moi x Flume,0.142857143
869,pashpaca,Leapin’ Lasers,FALSE,906,NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW FLUME NEW F… https://t.co/6JvS56BnoW,0.136363636
349,Dailyvinylhead,"Bretagne, France",FALSE,902,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/MaWszKX7TO via @YouTube,
1230,sexypartyyy,"Orlando, FL",FALSE,898,"ok now freestyle -&gt; flume RR 

ope",0.5
1085,WedontgetTyler,"Chicago, IL",FALSE,896,drum &amp; bass flume has arrived,-0.15
781,NitoDubs,"Brooklyn, NY",FALSE,896,"YES the flume x toro w the splash of dnb, lets get iiiittttt https://t.co/JDFDV9n5ky",
1005,gabacho_,,FALSE,891,@jayceeohh_ @flume I was excited for the Resistance stage this year! Need to see my boy Carl Cox😭🕺🏻,0.375
861,gabacho_,,FALSE,891,"@jayceeohh_ @flume I’ll look into it thanks, but I wanted to see Carl Cox b3b Jamie Jones b3b The Martinez Brothers😭",-0.15
1030,gabacho_,,FALSE,891,Me about @flume and B3 backs😑 https://t.co/swNb46dVCE,
246,sk8reel,🇦🇺,FALSE,890,"new flume sounds great

 https://t.co/9MFk9lozgm",0.468181818
1175,brianajezabel,,FALSE,886,Sleepless -Flume,
1225,Fonziie,"Oakland, CA",FALSE,884,"No shade, but I didn’t think Flume would be in my top 10 of all time. 😅 https://t.co/32sPHDupna",0.5
1213,rrj_13,", TX",FALSE,884,@kimberlyjooo Please tell me you’re quitting flume,
1219,cardopeee,Dunno,FALSE,883,he’s just so brilliant ⁦@flumemusic⁩  https://t.co/V8YHnSDkah,0.9
458,cardopeee,Dunno,FALSE,883,Listen to Stay Close by Flume #np on #SoundCloud 🌸🥺 https://t.co/DF8081okIa,
467,ariesbtw,CA,FALSE,882,fuck corona i wanna win to see flume in june,0.2
840,LilSpoopyy,Dante’s Disco Inferno,FALSE,878,This new flume and Toro is cute,0.318181818
799,abbykalinski,"Nebraska, USA",FALSE,875,@flumeismydad HAPPY FLUME DAY BABY 🥳🤜🏼🤛🏼⚡️🔥🎶🌈✨💞,0.8
279,sydnieholden,My bed,FALSE,872,No flume or glass animals or TBS excuse me while I SCREAM,-0.05
1017,VickkiTori2021,"San Antonio, TX",FALSE,871,@African_Shaman if all fails i’m still gonna be at flume ENTIRE set .. SO,-0.25
732,Ceelarii,,FALSE,863,Just started that Flume and Toro y Moi 😭,
303,kellysk1,,FALSE,861,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/s6bJFbJ4uA via @YouTube,
670,MaansnijderJan,,FALSE,860,@illysses gonna have to admit that Flume's music is kinda psychic platonist but I still like it,
704,Tisner,Celebration Florida USA,FALSE,856,Disneyland announces opening date for Avengers Campus https://t.co/1aL0WcNRE1,
79,InterfmNowplay,,FALSE,855,"FLUME/""THE DIFFERENCE(FEAT.TORO Y MOI)""20:07",
62,n0tanastasia,She/Her,FALSE,844,"New Saosin, flume, and fever 333? Maybe I’m not depressed",0.136363636
284,HaleeAmato,Pressed,FALSE,839,"No st. Pattys, no flume , no hope.",
1054,sandyballz3,Underground ,FALSE,838,@U_not_Ew @Mr_Fxckface Seriously! They’re bound to have one good set of the 4 but I’m not taking any chances. Shoul… https://t.co/HUDe7gT2O2,0.183333333
1181,sandyballz3,Underground ,FALSE,838,"@basic_bianca Nectar 6/5-6/7
Flume 6/8-6/10",
1226,NTATEphele,The Hyperbolic Time Chamber,FALSE,836,"LITE SPOTS - KAYTRANDA
SMOKE &amp; RETRIBUTION - FLUME https://t.co/1U3wwznStG",
613,cyanne_mckibben,"Ripon, CA",FALSE,835,am i going to go see flume in colorado in june?? i think so,
1204,ohhhtania,running on the treadmill,FALSE,830,lowkey praying bonnaroo gets cancelled so I can get my money back and buy flume &amp; friends tickets  at red rocks all three days,
429,Wazupnaija,"Lagos, Nigeria",FALSE,817,"Flume Talks ""The Difference"" ft. Toro y Moi, Teases New Album in Apple Music Interview - https://t.co/mOf91T4fGA https://t.co/yzyLzoLJgT",0.136363636
453,Wazupnaija,"Lagos, Nigeria",FALSE,817,Flume and Toro Y Moi Share New Song “The Difference”: Listen - https://t.co/JFDJPJ3nc5 https://t.co/nP2A1z9GJL,0.136363636
1217,lexi_chaves,333,FALSE,817,Alexa play Flume’s Mixtape 😌🍃,
140,ac_andretti,"New Orleans, LA",FALSE,814,Photo shoots while I jam out to flume and think. I’m the stylist and dj lmao,0.6
501,ac_andretti,"New Orleans, LA",FALSE,814,Flume &gt;&gt;,
904,queenPLUR,Edm twitter account ,FALSE,809,I was supposed to see FLUME next month!!! And now I’m not seeing him until OCTOBER IM MAD AF!!,-0.3125
1088,new_lilmaji,Bandcampで俺の作品をチェックして⤵︎ ︎,FALSE,808,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/MpVWblcRTl @YouTubeより,
1151,eluoec,Earth,FALSE,806,"I thought that the demo would be just for studying @ableto , as a result, i got a full track, it remains to come up… https://t.co/RMrgj4WVh1",0.35
126,mynamesnotmate,Dallas,FALSE,797,Okay that Toro y Moi x Flume collaboration is amazing!!!!,0.55
849,arieloceann,somewhere crying 2 frank ocean,FALSE,795,this new flume and toro y moi 😭,0.136363636
520,kassandwa,vegas,FALSE,790,flume new song makes me feel sometime,0.136363636
545,iamlspac,Underground Pop Civilization,FALSE,790,"Here’s a song for you… The Difference by Flume
https://t.co/o018xjsA83",
1158,AmmyAndradee,"Doha, Qatar",FALSE,783,Flume? The palms?,
221,Chels_n_g,SKREEPORT,FALSE,781,@morgdanielle_ I swear every time I’ve gotte the opportunity to see flume... cancelled,
162,autumn_mccl,"Indianapolis, IN",FALSE,779,one of my male coworkers said that flume was “kinda hard to get into” because “some of his stuff is weird” lmfao i CHOKED,-0.263888889
1004,DionneGarza,,FALSE,778,"Flume + Toro y Moi is a PHAT yes for me, I’m gonna throw up 🥵♥️ https://t.co/P9Nre1Zwwv",
34,ErniePotisek,"Dallas, TX",FALSE,772,Even just playing Glass Animals is breaking my heart right now. I was suppose to be living my best life watching th… https://t.co/05sqsz6khD,0.642857143
1113,ErniePotisek,"Dallas, TX",FALSE,772,NEW FLUME &amp; TORO Y MOI TRACK TODAY,0.136363636
1089,ErniePotisek,"Dallas, TX",FALSE,772,Im like a kid in a candy store with these Flume and Porter tracks dropping all year.,
1216,ROZZ_II,,FALSE,772,Flume ???? https://t.co/9CKR2I9tvw,
340,wildinnn_,,FALSE,769,Flume 💫🦋🌈,
893,mikesouthard_,,FALSE,768,The new Flume tune is incredible wow,0.378787879
736,mikesouthard_,,FALSE,768,I can’t get over this Flume tune FUCK,-0.4
865,adriannejooo,,FALSE,763,New flume is 😍😍🥰,0.136363636
484,debjmun,"Sydney, Australia",FALSE,761,Apple’s New Airpods Ad (Featuring Flume) Will Be The Most Fun You Have All Week: https://t.co/sW3kpBKori via @bandt &lt;- Cool creative,0.357272727
245,PMEC_us,"Washington, Oregon and Alaska",FALSE,755,"Just because it performs in the flume, doesn’t mean it’ll perform in open water. PMEC experiments are helping to ac… https://t.co/wuu3Krff8d",-0.15625
275,dabbintxranger,dallas • purdue • indianapolis,FALSE,755,@pls_assist @THEGOODSlDE @thebukuproject why are you SO rude for NO reason whatsoever ?? they literally just asked… https://t.co/gIWaQP5xcC,-0.3
414,AUFTOUREN,,FALSE,752,"Flume: Video zur neuen Single ""The Difference""
https://t.co/0xVKJ1BD0B",-0.071428571
691,Beccaemerick,"Indianapolis, IN",FALSE,749,Imagine seeing flume just running down the street &amp; someone recording him https://t.co/GaQ6eM9ATO,-0.155555556
1191,jiayeeet,houston,FALSE,749,"@Davidpengnguyen what am i gonna sculpt? 

flume eating ass ?",
266,KZSCspins,"Santa Cruz, CA",FALSE,748,Flume - The Difference (feat. Toro y Moi) (The Difference (feat. Toro y Moi) - Single) https://t.co/AVNjbOAxHG,-0.071428571
250,schlumpedspence,Blue World,FALSE,748,i’m so sad rn..... my first @FlatbushZombies and @flume shows will have to wait 😔 @thebukuproject,-0.125
513,mtz_carlaa,LA,FALSE,746,"anyway, stream the difference by flume and toro y moi  https://t.co/xWEV6o4B5C",
384,alyssaelaine45,At your local rave ,FALSE,741,If I don’t get to see Flume at either Roo or Forest bc they cancel I’m fucking rioting,-0.6
676,goldniks,,FALSE,736,Flume always have the bangers tho,
52,Sensationshawty,"Florida, USA",FALSE,729,"Lil Uzi, Jack Harlow, Flume, Don Toliver, Doe Boy, Jay Electronica, SO MUCH",0.2
375,ART_awildflower,,FALSE,728,Fuck... the Illenium remix of Flume’s “Say It” is fucking crazy. I have no choice but to stan.,-0.5
579,dannyskywalkerr,"San Antonio, TX",FALSE,724,rushing back - flume,
368,ElectroBoogieEn,,FALSE,723,Flume feat. Toro y Moi - The Difference (Video) https://t.co/yNmGmVVJTq,
888,Djohngo1,,FALSE,722,This new Flume joint is really nice I needed it to be like 4 minutes longer tho. Felt great adding a Flume song to… https://t.co/7AOnAbVZL9,0.512121212
933,fqnclouds,pasadena,FALSE,721,FLUME CHILL DNB W TORO THANK UUUUUU,
325,WHJE_Music,"Carmel, Indiana",TRUE,719,"91.3FM The Edge is playing ""Never Be Like You"" by Flume Feat. Kai.",
1108,JBATrust,Skipton,FALSE,715,"Edward &amp; Matthew from @JBAConsulting demonstrated our mini flume at Tadcaster Grammar School yesterday, supporting… https://t.co/Karfrmhu5q",0.25
205,clarissaa_gabby,"Denton, Tx",FALSE,715,damn i wanted to see flume again so bad and devastating i was only a week away jfc,-0.566666667
